	Informational Text	RI.2.2	Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.
	Informational Text	RI.2.3	Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.
	Informational Text	RI.2.4	Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject are
	Informational Text	RI.2.5	Know and use various text features to locate key facts or information in a text efficiently.
	Informational Text	RI.2.6	Identify the main purpose of a text, including what the author wants to answer, explain, or describe.
	Informational Text	RI.2.7	Explain how specific images contribute to and clarify a text.
	Informational Text	RI.2.8	Describe how reasons support specific points the author makes in a text.
	Informational Text	RI.2.9	Compare and contrast the most important points presented by two texts on the same topi
	Informational Text	RI.2.10	By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Informational Text	RI.3.1	Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.
	Informational Text	RI.3.2	Determine the main idea of a text; recount the key details and explain how they support the main ide
	Informational Text	RI.3.3	Describe the relationship between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text, using language that pertains to time, sequence, and cause/effect.
	Informational Text	RI.3.4	Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 3 topic or subject are
	Informational Text	RI.3.5	Use text features and search tools to locate information relevant to a given topic efficiently.
	Informational Text	RI.3.6	Distinguish their own point of view from that of the author of a text.
	Informational Text	RI.3.7	Use information gained from illustrations (e.g., maps, photographs) and the words in a text to demonstrate understanding of the text.
	Informational Text	RI.3.8	Describe the logical connection between particular sentences and paragraphs in a text.
	Informational Text	RI.3.9	Compare and contrast the most important points and key details presented in two texts on the same topi
	Informational Text	RI.3.10	By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 2–3 text complexity band independently and proficiently.
	Informational Text	RI.4.1	Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.
	Informational Text	RI.4.2	Determine the main idea of a text and explain how it is supported by key details; summarize the text.
	Informational Text	RI.4.3	Explain events, procedures, ideas, or concepts in a historical, scientific, or technical text, including what happened and why, based on specific information in the text.
	Informational Text	RI.4.4	Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject are
	Informational Text	RI.4.5	Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text.
	Informational Text	RI.4.6	Compare and contrast a firsthand and secondhand account of the same event or topic; describe the differences in focus and the information provide.
	Informational Text	RI.4.7	Interpret information presented visually, orally, or quantitatively (e.g., in charts, graphs, diagrams, time lines, animations, or interactive elements on Web pages) and explain how the information contributes to an understanding of the text in which it appears.
	Informational Text	RI.4.8	Explain how an author uses reasons and evidence to support particular points in a text.
	Informational Text	RI.4.9	Integrate information from two texts on the same topic in order to write or speak about the subject knowledgeably.
	Informational Text	RI.4.10	By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Informational Text	RI.5.1	Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.
	Informational Text	RI.5.2	Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text.
	Informational Text	RI.5.3	Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text.
	Informational Text	RI.5.4	Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 5 topic or subject are
	Informational Text	RI.5.5	Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in two or more texts.
	Informational Text	RI.5.6	Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent.
	Informational Text	RI.5.7	Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently.
	Informational Text	RI.5.8	Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).
	Informational Text	RI.5.9	Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.
	Informational Text	RI.5.10	By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4–5 text complexity band independently and proficiently.
	Informational Text	RI.6.1	Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
	Informational Text	RI.6.2	Determine a central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.
	Informational Text	RI.6.3	Analyze in detail how a key individual, event, or idea is introduced, illustrated, and elaborated in a text (e.g., through examples or anecdotes).
	Informational Text	RI.6.4	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings.
	Informational Text	RI.6.5	Analyze how a particular sentence, paragraph, chapter, or section fits into the overall structure of a text and contributes to the development of the ideas.
	Informational Text	RI.6.6	Determine an author’s point of view or purpose in a text and explain how it is conveyed in the text.
	Informational Text	RI.6.7	Integrate information presented in different media or formats (e.g., visually, quantitatively) as well as in words to develop a coherent understanding of a topic or issue.
	Informational Text	RI.6.8	Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not.
	Informational Text	RI.6.9	Compare and contrast one author’s presentation of events with that of another.
	Informational Text	RI.6.10	By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Informational Text	RI.7.1	Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
	Informational Text	RI.7.2	Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.
	Informational Text	RI.7.3	Analyze the interactions between individuals, events, and ideas in a text.
	Informational Text	RI.7.4	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone.
	Informational Text	RI.7.5	Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.
	Informational Text	RI.7.6	Determine an author’s point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.
	Informational Text	RI.7.7	Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium’s portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words).
	Informational Text	RI.7.8	Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.
	Informational Text	RI.7.9	Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.
	Informational Text	RI.7.10	By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Informational Text	RI.8.1	Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
	Informational Text	RI.8.2	Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text.
	Informational Text	RI.8.3	Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories).
	Informational Text	RI.8.4	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.
	Informational Text	RI.8.5	Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept.
	Informational Text	RI.8.6	Determine an author’s point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.
	Informational Text	RI.8.7	Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or ide
	Informational Text	RI.8.8	Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduce
	Informational Text	RI.8.9	Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.
	Informational Text	RI.8.10	By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6–8 text complexity band independently and proficiently. recognize when irrelevant evidence is introduce
	Informational Text	RI.9.1	Analyze seminal U.S. documents of historical and literary significance, including how they address related themes and concepts.
	Informational Text	RI.9.2	Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.
	Informational Text	RI.9.3	Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.
	Informational Text	RI.9.4	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).
	Informational Text	RI.9.5	Analyze in detail how an author’s ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text.
	Informational Text	RI.9.6	Determine an author’s point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.
	Informational Text	RI.9.7	Analyze various accounts of a subject told in different mediums, determining which details are emphasized in each account.
	Informational Text	RI.9.8	Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.
	Informational Text	RI.9.9	Analyze seminal U.S. documents of historical and literary significance, including how they address related themes and concepts.
	Informational Text	RI.9.10	By the end of grade 9, read and comprehend literary nonfiction in the grades 9–10 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Informational Text	RI.10.10	By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9–10 text complexity band independently and proficiently.
	Informational Text	RI.11.1	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain.
	Informational Text	RI.11.2	Determine two or more central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to provide a complex analysis; provide an objective summary of the text.
	Informational Text	RI.11.3	Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, or events interact and develop over the course of the text.
	Informational Text	RI.11.4	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze how an author uses and refines the meaning of a key term or terms over the course of a text (e.g., how Madison defines faction in Federalist No. 10).
	Informational Text	RI.11.5	Analyze and evaluate the effectiveness of the structure an author uses in his or her exposition or argument, including whether the structure makes points clear, convincing, and engaging.
	Informational Text	RI.11.6	Determine an author’s point of view or purpose in a text in which the rhetoric is particularly effective, analyzing how style and content contribute to the power, persuasiveness, or beauty of the text.
	Informational Text	RI.11.7	Integrate and evaluate multiple sources of information presented in different media or formats as well as in words in order to address a question or solve a problem.
	Informational Text	RI.11.8	Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning and the premises, purposes, and arguments in works of public advocacy.
	Informational Text	RI.11.9	Analyze seventeenth-, eighteenth-, and nineteenth-century foundational U.S. documents of historical and literary significance for their themes, purposes, and rhetorical features.
	Informational Text	RI.11.10	By the end of grade 11, read and comprehend literary nonfiction in the grades 11–CCR text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Informational Text	RI.12.10	By the end of grade 12, read and comprehend literary nonfiction at the high end of the grades 11–CCR text complexity band independently and proficiently.
	Language	L.K.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.K.1.A	Print many upper- and lowercase letters.
	Language	L.K.1.B	Use frequently occurring nouns and verbs.
	Language	L.K.1.C	Form regular plural nouns orally by adding /s/ or /es/ (e.g., dog, dogs; wish, wishes).
	Language	L.K.1.D	Understand and use question words (interrogatives) (e.g., who, what, where, when, why, how).
	Language	L.K.1.E	Use the most frequently occurring prepositions (e.g., to, from, in, out, on, off, for, of, by, with).
	Language	L.K.1.F	Produce and expand complete sentences in shared language activities.
	Language	L.K.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.K.2.A	Capitalize the first word in a sentence and the pronoun
	Language	L.K.2.B	Recognize and name end punctuation.
	Language	L.K.2.C	Write a letter or letters for most consonant and short-vowel sounds (phonemes).
	Language	L.K.2.D	Spell simple words phonetically, drawing on knowledge of sound-letter relationships.
	Language	L.K.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on kindergarten reading and content.
	Language	L.K.4.A	Identify new meanings for familiar words and apply them accurately (e.g., knowing duck is a bird and learning the verb to duck).
	Language	L.K.4.B	Use the most frequently occurring inflections and affixes as a clue to the meaning of an unknown word.
	Language	L.K.5	With guidance and support from adults, explore word relationships and nuances in word meanings.
	Language	L.K.5.A	Sort common objects into categories to gain a sense of the concepts the categories represent.
	Language	L.K.5.B	Demonstrate understanding of frequently occurring verbs and adjectives by relating them to their opposites (antonyms).
	Language	L.K.5.C	Identify real-life connections between words and their use.
	Language	L.K.5.D	Distinguish shades of meaning among verbs describing the same general action by acting out the meanings.
	Language	L.K.6	Use words and phrases acquired through conversations, reading and being read to, and responding to texts.
	Language	L.1.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.1.1.A	Print all upper- and lowercase letters.
	Language	L.1.1.B	Use common, proper, and possessive nouns.
	Language	L.1.1.C	Use singular and plural nouns with matching verbs in basic sentences.
	Language	L.1.1.D	Use personal, possessive, and indefinite pronouns.
	Language	L.1.1.E	Use verbs to convey a sense of past, present, and future.
	Language	L.1.1.F	Use frequently occurring adjectives.
	Language	L.1.1.G	Use frequently occurring conjunctions (e.g., and, but, or, so, because).
	Language	L.1.1.H	Use determiners (e.g., articles, demonstratives).
	Language	L.1.1.I	Use frequently occurring prepositions (e.g., during, beyond, toward).
	Language	L.1.1.J	Produce and expand complete simple and compound declarative, interrogative, imperative, and exclamatory sentences in response to prompts.
	Language	L.1.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.1.2.A	Capitalize dates and names of people.
	Language	L.1.2.B	Use end punctuation for sentences.
	Language	L.1.2.C	Use commas in dates and to separate single words in a series.
	Language	L.1.2.D	Use conventional spelling for words with common spelling patterns and for frequently occurring irregular words.
	Language	L.1.2.E	Spell untaught words phonetically, drawing on phonemic awareness and spelling conventions.
	Language	L.1.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 1 reading and content, choosing flexibly from an array of strategies.
	Language	L.1.4.A	Use sentence-level context as a clue to the meaning of a word or phrase.
	Language	L.1.4.B	Use frequently occurring affixes as a clue to the meaning of a wor
	Language	L.1.4.C	Identify frequently occurring root words (e.g., look) and their inflectional forms (e.g., looks, looked, looking).
	Language	L.1.5	With guidance and support from adults, demonstrate understanding of word relationships and nuances in word meanings.
	Language	L.1.5.A	Sort words into categories (e.g., colors, clothing) to gain a sense of the concepts the categories represent.
	Language	L.1.5.B	Define words by category and by one or more key attributes (e.g., a duck is a bird that swims; a tiger is a large cat with stripes).
	Language	L.1.5.C	Identify real-life connections between words and their use (e.g., note places at home that are cozy).
	Language	L.1.5.D	Distinguish shades of meaning among verbs differing in manner (e.g., look, peek, glance, stare, glare, scowl) and adjectives differing in intensity (e.g., large, gigantic) by defining or choosing them or by acting out the meanings.
	Language	L.1.6	Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using frequently occurring conjunctions to signal simple relationships (e.g., because).
	Language	L.2.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.2.1.A	Use collective nouns (e.g., group).
	Language	L.2.1.B	Form and use frequently occurring irregular plural nouns (e.g., feet, children, teeth, mice, fish).
	Language	L.2.1.C	Use reflexive pronouns (e.g., myself, ourselves). Form and use the past tense of frequently
	Language	L.2.1.D	occurring irregular verbs (e.g., sat, hid, told). e. Use adjectives and adverbs, and choose
	Language	L.2.1.E	between them depending on what is to be modifie
	Language	L.2.1.F	Produce, expand, and rearrange complete simple and compound sentences (e.g., The boy watched the movie; The little boy watched the movie; The action movie was watched by the little boy).
	Language	L.2.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.2.2.A	Capitalize holidays, product names, and geographic names.
	Language	L.2.2.B	Use commas in greetings and closings of letters.
	Language	L.2.2.C	Use an apostrophe to form contractions and frequently occurring possessives.
	Language	L.2.2.D	Generalize learned spelling patterns when writing words (e.g., cage → badge; boy → boil).
	Language	L.2.2.E	Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.
	Language	L.2.3	Use knowledge of language and its conventions when writing, speaking, reading, or listening.
	Language	L.2.3.A	Compare formal and informal uses of Englis
	Language	L.2.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 2 reading and content, choosing flexibly from an array of strategies.
	Language	L.2.4.A	Use sentence-level context as a clue to the meaning of a word or phrase.
	Language	L.2.4.B	Determine the meaning of the new word formed when a known prefix is added to a known word (e.g., happy/unhappy, tell/retell).
	Language	L.2.4.C	Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., addition, additional).
	Language	L.2.4.D	Use knowledge of the meaning of individual words to predict the meaning of compound words (e.g., birdhouse, lighthouse, housefly; bookshelf, notebook, bookmark).
	Language	L.2.4.E	e. Use glossaries and beginning dictionaries, both print and digital, to determine or clarify the meaning of words and phrases.
	Language	L.2.5	Demonstrate understanding of word relationships and nuances in word meanings.
	Language	L.2.5.A	Identify real-life connections between words and their use (e.g., describe foods that are spicy or juicy).
	Language	L.2.5.B	Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl) and closely related adjectives (e.g., thin, slender, skinny, scrawny).
	Language	L.2.6	Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy).
	Language	L.3.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.3.1.A	Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences.
	Language	L.3.1.B	Form and use regular and irregular plural nouns.
	Language	L.3.1.C	Use abstract nouns (e.g., childhood).
	Language	L.3.1.D	Form and use regular and irregular verbs.
	Language	L.3.1.E	Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses.
	Language	L.3.1.F	Ensure subject-verb and pronoun-antecedent agreement.*
	Language	L.3.1.G	Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modifie
	Language	L.3.1.H	Use coordinating and subordinating conjunctions.
	Language	L.3.1.I	Produce simple, compound, and complex sentences.
	Language	L.3.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.3.2.A	Capitalize appropriate words in titles.
	Language	L.3.2.B	Use commas in addresses.
	Language	L.3.2.C	Use commas and quotation marks in dialogue.
	Language	L.3.2.D	Form and use possessives.
	Language	L.3.2.E	Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).
	Language	L.3.2.F	Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.
	Language	L.3.2.G	Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.
	Language	L.3.3	Use knowledge of language and its conventions when writing, speaking, reading, or listening.
	Language	L.3.3.A	Choose words and phrases for effect.*
	Language	L.3.3.B	Recognize and observe differences between the conventions of spoken and written standard Englis
	Language	L.3.4	Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.
	Language	L.3.4.A	Use sentence-level context as a clue to the meaning of a word or phrase.
	Language	L.3.4.B	Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).
	Language	L.3.4.C	Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).
	Language	L.3.4.D	Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.
	Language	L.3.5	Demonstrate understanding of word relationships and nuances in word meanings.
	Language	L.3.5.A	Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps).
	Language	L.3.5.B	Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful).
	Language	L.3.5.C	Distinguish shades of meaning among related words that describe states of mind or degrees of certainty.
	Language	L.3.6	Acquire and use accurately grade-appropriate conversational, general academic, and domain- specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them).
	Language	L.4.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.4.1.A	Use relative pronouns (who, whose, whom, which, that) and relative adverbs (where, when, why).
